Bigram,word count,file count
our people,1,1
people now,2,2
now is,1,1
is the,13,13
for the,14,14
race stand,1,1
stand up,1,1
up and,2,2
and say,1,1
say no,1,1
no more,1,1
more before,1,1
before the,1,1
the mongerls,1,1
mongerls turn,1,1
turn the,1,1
the world,3,3
world into,1,1
into a,5,4
a ghetto,3,3
ghetto slum,1,1
omg you,1,1
you wont,1,1
wont say,1,1
say it,3,3
it to,3,3
to my,8,8
my face,4,4
face stupid,1,1
ass hoes,4,4
hoes talkin,1,1
shit imma,1,1
imma whoop,1,1
whoop her,1,1
her ass,2,2
ass over,1,1
over dramatic,1,1
dramatic teenage,1,1
teenage girls,1,1
not all,2,2
all straight,1,1
straight men,1,1
men i,1,1
i am,6,6
am frustrated,1,1
frustrated unlike,1,1
unlike on,1,1
on okcupid,1,1
okcupid queer,1,1
queer folks,1,1
have the,1,1
the ability,1,1
ability to,1,1
to block,1,1
rt fucking,3,3
fucking james,1,1
james tried,1,1
to tell,3,3
tell me,8,7
me jawga,1,1
jawga boys,1,1
boys sucked,1,1
sucked i,1,1
i went,1,1
went ape,1,1
ape shit,1,1
shit dude,1,1
you aint,7,7
aint gunna,1,1
gunna do,1,1
do shit,2,2
shit spear,1,1
spear chucker,3,3
no halfbreed,1,1
halfbreed spic,2,2
spic has,1,1
has any,1,1
any right,2,2
right to,3,3
say anything,4,4
to any,2,2
any anglo,1,1
anglo ever,1,1
ever and,1,1
and should,1,1
killed for,1,1
for doing,1,1
doing so,1,1
azmonsoon lot,1,1
of rain,1,1
rain too,1,1
too bad,3,3
bad it,1,1
it wasnt,1,1
wasnt enough,1,1
enough to,1,1
to wash,1,1
wash away,1,1
away the,1,1
the teabagger,1,1
teabagger racist,1,1
racist white,1,1
trash in,1,1
the state,2,2
state tcot,1,1
tcot teapa,2,2
teapa azflooding,1,1
rt happy,3,3
happy bi,8,8
bi faggot,3,3
here let,1,1
let me,3,3
me say,2,2
it more,1,1
more clearly,1,1
clearly since,1,1
since your,1,1
your retarded,3,3
retarded ass,2,2
ass dont,1,1
dont understand,1,1
trust me,1,1
me when,1,1
when i,8,8
i say,4,3
say that,2,2
that jesuschrist,1,1
jesuschrist would,1,1
would be,2,2
be killing,1,1
killing faggots,2,2
faggots if,1,1
if he,1,1
he came,1,1
came back,1,1
back to,6,6
to life,1,1
life in,1,1
in todays,1,1
todays day,1,1
day and,2,2
and agegt,1,1
agegt spa,1,1
spa rome,1,1
so terms,1,1
terms like,1,1
like honkey,1,1
honkey cracker,1,1
cracker peckerwood,1,1
peckerwood and,1,1
and stereotypes,1,1
stereotypes of,1,1
people fucking,2,2
fucking their,2,2
their kids,1,1
kids and,2,2
and sisters,1,1
sisters isnt,1,1
isnt racist,1,1
racist sweet,1,1
sonnen is,1,1
nahh whatever,1,1
whatever you,1,1
are spook,1,1
spook or,1,1
or spic,1,1
spic i,1,1
i still,2,2
still dont,1,1
dont like,7,7
you good,1,1
good day,1,1
damn took,1,1
took this,1,1
this dumb,1,1
dumb spic,1,1
spic nearly,1,1
nearly days,1,1
days to,1,1
to respond,1,1
respond wuz,1,1
wuz really,1,1
really good,3,3
good tho,1,1
tho beaner,1,1
smh hate,1,1
she be,1,1
be what,1,1
what we,3,3
we say,1,1
say in,1,1
in da,5,5
da hood,2,2
hood white,1,1
nigga over,1,1
over here,1,1
here telling,1,1
telling me,1,1
me he,1,1
he dont,2,2
dont fuck,5,4
with this,3,3
bitch when,1,1
he do,1,1
do or,1,1
or maybe,1,1
maybe she,1,1
she lying,1,1
lying lol,1,1
the people,1,1
people who,8,8
who have,1,1
have historically,1,1
historically been,1,1
been called,1,1
called white,1,1
trash were,1,1
were called,1,1
called that,2,2
that for,1,1
for a,7,7
a reason,1,1
reason theyre,1,1
theyre white,3,3
trash the,3,2
the truth,1,1
truth hu,1,1
the nations,1,1
nations know,1,1
know who,1,1
who we,1,1
we are,3,3
are but,2,2
but we,3,3
we rather,1,1
rather be,2,2
be real,1,1
real niggers,1,1
amp bad,1,1
bad bitches,1,1
nigga jerry,1,1
jerry room,1,1
room smell,1,1
smell like,1,1
like bad,1,1
bad pussy,1,1
stop trolling,1,1
trolling me,1,1
me u,1,1
u creepy,1,1
creepy ass,3,3
ass cracker,4,4
smh queer,1,1
shut yo,1,1
yo beaner,1,1
beaner ass,1,1
ass up,2,2
up spic,1,1
spic and,1,1
and hop,1,1
hop your,1,1
your faggot,3,3
ass back,2,2
back across,1,1
across the,2,2
the border,2,2
border little,1,1
little nigga,1,1
nigga go,1,1
go listen,1,1
to some,1,1
some pitbull,1,1
probs that,1,1
that fag,2,2
fag vhia,1,1
bernstine is,1,1
is chi,1,1
chi sox,1,1
sox jew,1,1
jew fag,1,1
so if,1,1
if your,3,3
your and,2,2
and in,1,1
in high,1,1
high school,3,3
school you,1,1
have your,1,1
your own,4,4
own house,1,1
house you,1,1
you fucking,9,9
fucking faggot,11,11
soon will,1,1
be to,1,1
to fuck,2,2
fuck backtrack,1,1
backtrack and,1,1
i cant,6,6
wait because,1,1
because fuck,1,1
fuck those,2,2
those faggots,2,2
how would,1,1
would u,1,1
u know,2,2
know if,2,2
with you,3,3
you exactly,1,1
exactly you,1,1
dont wtf,1,1
wtf i,1,1
got shut,1,1
shut your,5,5
that dumb,1,1
dumb black,1,1
black bitch,2,2
bitch that,4,4
that was,6,6
was getting,1,1
getting the,1,1
the cards,1,1
cards for,1,1
the picture,1,1
picture made,1,1
made me,2,2
me so,3,3
so fucking,3,3
fucking mad,1,1
mad she,1,1
she ruined,1,1
ruined my,1,1
my day,1,1
niggasbitches cheat,1,1
cheat cause,1,1
cause mfs,1,1
mfs always,1,1
always think,1,1
think they,3,3
they gettin,1,1
gettin played,1,1
rt you,13,13
you can,14,14
can be,2,2
a good,4,4
good girl,1,1
girl all,1,1
all you,3,3
you want,4,4
want and,1,1
and those,1,1
those hoes,1,1
hoes still,1,1
still gon,1,1
na get,1,1
get us,2,2
us niggas,1,1
niggas attention,1,1
attention from,1,1
from time,1,1
time to,3,3
to time,1,1
you ol,1,1
ol trout,1,1
trout mouth,1,1
mouth ass,1,1
ass bitch,6,5
bitch deeeeaaaadd,1,1
rt ur,2,2
ur fucking,1,1
none of,4,4
of us,2,2
us went,1,1
went to,2,2
to these,2,2
these prestigious,1,1
prestigious establishments,1,1
establishments so,1,1
so were,1,1
were clearly,1,1
clearly not,1,1
not as,1,1
as superior,1,1
superior as,1,1
as these,1,1
these fucking,4,4
fucking retards,1,1
these sour,1,1
sour apple,1,1
apple bitter,1,1
bitter bitches,1,1
bitches im,1,1
im not,12,12
not fuckin,1,1
fuckin wit,2,2
wit em,1,1
ok did,1,1
did this,1,1
bitch just,3,3
just say,2,2
say wut,1,1
wut i,1,1
think she,1,1
she said,3,3
said i,2,2
i believe,2,2
believe u,1,1
u just,1,1
just described,1,1
described urself,1,1
urself dumbass,1,1
dont mind,1,1
mind black,1,1
people hate,1,1
hate niggers,2,2
rt we,2,2
we muslims,1,1
muslims have,1,1
have no,3,3
no military,1,1
military honour,1,1
honour whatsoever,1,1
whatsoever we,1,1
are sub,1,1
sub human,1,1
human savages,1,1
savages that,1,1
that slaughter,1,1
slaughter unarmed,1,1
unarmed men,1,1
men women,1,1
women amp,1,1
amp children,1,1
rt typical,1,1
typical coon,1,1
coon activity,1,1
everyone calls,1,1
calls me,1,1
me b,1,1
b they,1,1
they be,2,2
be like,5,3
like oh,1,1
oh wassup,1,1
wassup b,1,1
b and,1,1
like wassup,1,1
wassup my,1,1
my niggah,1,1
little fucking,2,2
fucking gook,2,2
gook who,1,1
who smells,1,1
smells like,1,1
like shit,2,2
shit an,1,1
an than,1,1
than thinking,1,1
thinking theyre,1,1
theyre the,1,1
the motherfuckin,1,1
motherfuckin boss,1,1
boss the,2,2
the fuck,20,20
come on,2,2
on nd,1,1
nd get,1,1
get that,2,2
that chicken,1,1
chicken niggers,1,1
love dat,1,1
dat chicken,1,1
chicken from,1,1
from popeyes,1,1
it really,1,1
really is,1,1
is too,1,1
bad that,1,1
that california,1,1
california had,1,1
had faggot,1,1
faggot marriage,2,2
marriage forced,1,1
forced upon,1,1
upon her,1,1
her after,1,1
after her,1,1
her citizens,1,1
citizens declared,1,1
declared it,1,1
it illegal,1,1
if you,22,22
you would,3,3
have followed,1,1
followed george,1,1
george washington,1,1
washington in,1,1
it means,4,4
means that,2,2
that youre,3,3
youre white,4,4
cant stand,3,3
stand bitch,1,1
so basically,1,1
basically you,1,1
you like,7,7
like the,6,6
the background,1,1
background music,1,1
music fag,1,1
rt was,1,1
was deleting,1,1
deleting this,1,1
this pic,1,1
pic until,1,1
until i,1,1
i realized,1,1
realized a,1,1
a dike,1,1
dike in,1,1
the back,1,1
back ground,1,1
ground dressed,1,1
dressed like,1,1
a nigga,15,15
nigga with,1,1
with wedges,1,1
wedges on,1,1
on bitch,1,1
bitch im,3,3
hoe already,1,1
already this,1,1
this shit,1,1
shit cracks,1,1
cracks me,1,1
me up,4,4
white men,2,2
men in,1,1
in pick,1,1
pick up,1,1
up trucks,1,1
trucks screaming,1,1
screaming nigger,1,1
nigger and,2,2
and my,3,3
my coach,1,1
coach got,1,1
got the,3,3
the nerve,1,1
nerve to,2,2
get mad,2,2
mad i,1,1
i missed,1,1
missed the,1,1
the free,1,1
free throw,1,1
least im,2,2
not a,5,5
nigger lmfao,1,1
bitches be,3,3
having a,1,1
nigga but,1,1
but want,1,1
want to,11,10
be another,1,1
another nigga,5,5
nigga wcw,1,1
wcw bitch,1,1
bitch it,1,1
it dont,1,1
dont work,1,1
work like,1,1
like that,5,5
mayweather is,1,1
a pussy,8,8
pussy hes,1,1
hes only,1,1
only winning,1,1
winning cus,1,1
cus he,1,1
he picks,2,1
picks his,1,1
his fight,1,1
fight and,1,1
and he,2,2
picks the,1,1
the nobody,1,1
nobody fighters,1,1
fighters fightpacquiao,1,1
nasty nigger,1,1
nigger whore,2,2
lol so,1,1
so since,1,1
since im,1,1
im from,1,1
south i,1,1
i automatically,1,1
automatically sound,1,1
sound like,3,3
fucking redneck,2,2
redneck hahahaha,1,1
hahahaha how,1,1
how about,3,3
about fuck,1,1
trash have,1,1
have taken,1,1
taken over,1,1
over every,1,1
every charity,1,1
charity organization,1,1
organization in,1,1
the us,7,7
your getting,1,1
getting blocked,1,1
blocked faggot,1,1
suck my,3,3
my dick,4,4
dick tacos,1,1
tacos el,1,1
el negro,1,1
negro better,1,1
nigger music,4,4
only one,2,2
one problem,1,1
problem theres,1,1
theres a,1,1
a no,1,1
no pussies,1,1
pussies allowed,1,1
allowed sorry,1,1
we hate,6,4
hate you,4,4
you too,3,3
too lil,1,1
lil nicca,1,1
nicca lol,1,1
the steelers,1,1
steelers dawg,1,1
twitter is,2,2
is for,2,2
for fags,1,1
ur pal,1,1
pal threat,1,1
threat apostate,1,1
apostate kufargti,1,1
kufargti cld,1,1
cld cut,1,1
cut ur,1,1
ur neck,1,1
neck wsword,1,1
wsword of,1,1
of islam,1,1
islam ampwatch,1,1
ampwatch u,1,1
u squeal,1,1
squeal like,1,1
bitch like,1,1
like daniel,1,1
daniel pearl,1,1
a wetback,2,2
wetback looks,1,1
like when,2,2
he gets,1,1
gets caught,1,1
caught crossing,1,1
crossing the,1,1
do you,10,10
you work,1,1
work today,1,1
today niglet,1,1
youre racist,1,1
racist against,2,2
against white,1,1
people whigger,1,1
whigger antiracist,1,1
antiracist is,1,1
a codeword,2,1
codeword for,2,1
for antiwhite,1,1
antiwhite antizionist,1,1
antizionist is,1,1
for antisemite,1,1
youre reading,1,1
reading you,1,1
you coon,1,1
dont tell,1,1
me what,1,1
what to,1,1
to do,4,4
do fuck,1,1
fuck balls,1,1
balls kike,1,1
kike nigger,1,1
nigger cunt,2,2
cunt tits,1,1
tits cocksucker,1,1
cocksucker chink,1,1
chink spic,1,1
spic piss,1,1
piss bitch,1,1
bitch bastard,1,1
bastard pussy,1,1
pussy faggot,1,1
whats worse,1,1
worse than,1,1
than ebola,2,1
ebola the,1,1
the fing,1,1
fing retards,1,1
retards trying,1,1
make it,1,1
it a,1,1
a race,2,2
race issue,1,1
issue al,1,1
al sharpton,1,1
sharpton has,1,1
has caused,1,1
caused more,1,1
more american,1,1
american death,1,1
death than,1,1
watch out,1,1
out nigger,1,1
nigger lovers,1,1
lovers you,1,1
you day,1,1
day is,2,2
is coming,2,2
she spelled,1,1
spelled faggots,1,1
faggots with,1,1
with an,2,2
an e,1,1
e youre,1,1
youre so,2,2
so cool,1,1
cool lol,1,1
boy yung,1,1
yung thug,1,1
thug is,1,1
queer gaywad,1,1
white arent,1,1
arent you,2,2
you rolls,1,1
rolls eyes,1,1
eyes rt,1,1
rt rip,1,1
rip to,1,1
nigga trayvon,1,1
trayvon a,1,1
a wo,1,1
wo spear,1,1
hate when,5,5
when faggots,1,1
faggots talk,1,1
talk shit,2,2
shit on,2,2
on here,4,4
here then,1,1
then block,1,1
block me,1,1
cant respond,1,1
respond bitch,1,1
bitch i,9,9
will write,1,1
write you,1,1
a letter,1,1
letter with,1,1
with my,3,3
my response,2,2
response an,1,1
most of,4,4
of these,7,7
niggas go,1,1
go broke,1,1
broke for,1,1
for these,2,2
these hoes,11,10
wait for,1,1
for more,1,1
more peds,1,1
peds is,1,1
is that,4,4
that it,1,1
it roid,1,1
roid munching,1,1
munching faggot,1,1
but atleast,1,1
atleast they,1,1
they let,1,1
me know,2,2
know ur,1,1
ur a,5,5
faggot if,6,6
if u,6,6
u keep,1,1
keep those,1,1
those type,1,1
type of,3,3
of twitter,1,1
twitter secrets,1,1
lmaooo rt,1,1
rt she,1,1
she a,1,1
a tranny,3,3
tranny if,1,1
she can,2,2
can open,1,1
open a,1,1
a jar,1,1
jar of,1,1
of pickles,1,1
pickles by,1,1
by herself,1,1
cracker jack,1,1
jack shut,1,1
shut the,4,4
fuck up,5,5
minus all,1,1
the retarded,1,1
retarded poor,1,1
poor bots,1,1
kick dem,1,1
dem fucc,1,1
fucc niccas,2,2
niccas out,1,1
out da,1,1
da spot,1,1
if someone,2,2
someone is,1,1
is part,1,1
part of,1,1
of james,1,1
james x,1,1
x then,1,1
then hes,1,1
trash cultist,1,1
dear utah,1,1
utah polynesians,1,1
polynesians again,1,1
again stop,1,1
stop acting,1,1
acting black,1,1
black and,2,2
and speaking,1,1
speaking ghetto,1,1
ghetto speak,1,1
speak fob,1,1
fob you,1,1
aint no,4,4
no ghetto,1,1
ghetto niggaz,1,1
its levels,1,1
levels to,1,1
my bitch,3,3
bitch you,5,5
you cant,8,5
cant fuck,3,3
fuck her,5,3
her nigga,2,1
nigga cause,1,1
cause she,2,2
she like,1,1
like red,1,1
red bottom,1,1
bottom you,1,1
cant afford,1,1
afford her,1,1
nigga she,1,1
she got,2,2
got benz,1,1
benz you,1,1
you riding,1,1
riding honda,1,1
honda accord,1,1
every slant,1,1
slant in,1,1
losangeles should,2,2
be depo,3,3
depo those,1,1
those scum,1,1
scum have,1,1
no right,2,2
be here,2,2
here chinatown,1,1
chinatown should,1,1
be bulldozed,1,1
rt here,1,1
here is,1,1
a michaelbrown,1,1
michaelbrown suppo,1,1
suppo she,1,1
she says,1,1
says whites,1,1
whites are,1,1
are just,1,1
just evil,1,1
evil albino,1,1
albino black,1,1
black babies,1,1
babies seriously,1,1
seriously tcot,1,1
u dont,5,5
dont want,5,5
want your,2,2
your heart,1,1
heart broken,1,1
broken then,1,1
then dont,1,1
dont check,1,1
check for,1,1
nigga who,2,2
who ente,1,1
ente hoes,1,1
espn keep,1,1
keep hiring,1,1
hiring these,1,1
these dyke,1,1
dyke bitches,4,4
bitches and,3,3
and gay,1,1
gay spanish,1,1
spanish niggas,1,1
niggas to,1,1
to talk,2,2
talk spo,1,1
need a,2,2
bitch to,2,2
to drop,1,1
drop it,1,1
it down,1,1
down for,2,2
a niggah,1,1
rt u,1,1
u hoes,1,1
hoes going,1,1
going to,7,7
to church,2,2
church this,1,1
this morning,1,1
morning like,1,1
like yall,1,1
yall wasnt,1,1
wasnt busting,1,1
busting it,1,1
it wide,1,1
wide open,1,1
open for,1,1
for niggas,1,1
niggas about,1,1
about hours,1,1
hours ago,1,1
were out,1,1
here and,4,4
and were,1,1
were queer,1,1
queer hut,1,1
hut we,1,1
we like,1,1
like it,1,1
it in,3,3
in our,2,2
our butt,1,1
dutch people,1,1
who live,2,2
live outside,1,1
outside of,2,2
of newyorkcity,1,1
newyorkcity are,1,1
a hoe,6,6
hoe if,2,2
you give,2,2
give your,1,1
your number,1,1
number to,1,1
to another,2,2
nigga while,1,1
while you,2,2
you got,6,6
a man,6,6
only faggots,3,3
faggots use,1,1
use white,1,1
white dss,1,1
no one,4,4
one goes,1,1
goes into,1,1
into psychiatry,1,1
psychiatry to,1,1
to help,1,1
help people,1,1
people those,1,1
those people,1,1
people are,4,4
all immoral,1,1
immoral everyone,1,1
everyone who,1,1
who works,1,1
works in,1,1
in that,3,3
that field,1,1
field is,1,1
is pure,1,1
pure trash,2,2
somebody couldve,1,1
couldve been,1,1
been like,1,1
like aye,1,1
aye man,1,1
man you,2,2
you dropped,1,1
dropped your,1,1
your money,1,1
money but,1,1
but nooooooo,1,1
nooooooo fucking,1,1
fucking broke,1,1
broke faggots,2,2
faggots selfish,1,1
selfish bastards,1,1
bastards i,1,1
hate yall,2,2
have never,4,4
never seen,1,1
seen such,1,1
such ignorant,1,1
ignorant illiterate,1,1
illiterate pieces,1,1
pieces of,1,1
shit in,2,2
my life,2,2
life bring,1,1
bring in,1,1
in natl,1,1
natl guard,1,1
guard amp,1,1
amp disperse,1,1
disperse this,1,1
nigga whos,1,1
whos bitch,1,1
bitch u,3,3
u fucking,1,1
fucking cracker,1,1
cracker get,1,1
get your,1,1
your gay,2,2
gay ass,5,5
ass out,1,1
out my,1,1
my mentions,1,1
yo fat,1,1
fat ugly,1,1
ugly ass,4,4
ass couldnt,1,1
couldnt even,1,1
even pull,1,1
pull the,1,1
the ugly,2,2
ugly bitch,3,3
the school,1,1
i guess,2,2
guess blaspheme,1,1
blaspheme to,1,1
your allah,1,1
allah is,1,1
is ok,1,1
ok if,1,1
your pos,1,1
pos muzzie,1,1
muzzie huh,1,1
so many,3,3
many hoes,1,1
hoes whipped,1,1
whipped you,1,1
have thought,1,1
thought we,1,1
we were,1,1
were still,1,1
still in,2,2
in slavery,1,1
stfu dyke,1,1
dyke looking,1,1
looking hoe,1,1
the chinks,2,2
chinks really,1,1
really hunting,1,1
hunting their,1,1
their food,1,1
food rt,1,1
rt dog,1,1
dog shot,1,1
shot with,1,1
with arrow,1,1
arrow in,1,1
in n,1,1
n o,1,1
o east,1,1
they slut,1,1
slut for,1,1
for me,5,3
they kill,1,1
kill for,1,1
they steal,1,1
steal for,1,1
me and,5,5
and of,1,1
