Bigram,word count,file count
whining abo,1,1
you nigguhs,2,2
nigguhs saying,1,1
want donald,1,1
donald trump,1,1
trump as,1,1
as prez,1,1
prez that,1,1
that nigguh,4,4
nigguh dont,1,1
dont understand,18,17
understand real,1,1
real american,1,1
american struggles,1,1
rt mannn,3,3
mannn we,1,1
we had,11,10
had hoes,5,5
that wen,1,1
in school,11,11
school they,1,1
they all,13,13
all had,1,1
had babies,1,1
babies da,1,1
prolly sum,1,1
sum hoe,2,2
hoe tryna,5,5
the hurricane,1,1
hurricane free,1,1
free rt,1,1
who sent,1,1
sent that,3,3
to twitter,4,4
twitter tho,1,1
why that,3,3
bitch lookin,2,2
lookin all,1,1
car u,1,1
me rt,8,8
rt coolin,1,1
coolin with,1,1
so hype,3,3
hype haha,1,1
haha lets,1,1
go beat,1,1
out dat,3,3
dat pussy,16,16
ass niqqa,2,2
hell nahh,1,1
nahh if,1,1
had respect,1,1
for her,17,17
own damn,4,4
damn body,1,1
body she,1,1
she wouldnt,3,3
wouldnt wear,1,1
wear that,2,2
my next,4,4
next bitch,19,18
bitch gone,11,11
gone turn,1,1
the fashion,1,1
fashion side,1,1
side amp,1,1
amp we,5,5
aint wearing,1,1
wearing nun,1,1
nun of,2,2
that designer,1,1
designer shit,2,2
shit that,13,13
shit basic,1,1
basic af,1,1
got not,3,3
not type,3,3
like ayeee,1,1
ayeee throw,1,1
a sphere,1,1
so jus,3,3
jus dont,3,3
be faithful,3,3
faithful cus,3,3
cus u,5,5
u never,4,4
never kno,3,3
kno what,5,5
doing lmao,3,3
a light,2,2
light skin,14,14
skin niggah,2,2
the boom,1,1
boom boom,2,1
boom waaaaay,1,1
waaaaay ho,1,1
ho girl,1,1
girl how,3,3
does someone,1,1
someone sing,1,1
sing for,1,1
years and,5,5
not progress,1,1
progress at,1,1
might not,4,4
not but,2,2
the reaction,2,2
reaction was,1,1
same everyone,1,1
everyone said,1,1
said that,8,8
that brand,1,1
brand was,1,1
was trash,6,6
trash yet,1,1
yet all,3,3
all his,6,6
his sh,1,1
the willow,1,1
willow tree,1,1
tree in,4,4
in pocohontas,1,1
pocohontas was,1,1
at years,1,1
that light,2,2
light armor,1,1
armor is,1,1
to find,19,18
find tho,1,1
see about,1,1
fight a,3,3
like look,3,3
this annoying,1,1
annoying little,2,2
little year,1,1
year old,17,16
old asking,1,1
asking for,4,4
a ride,6,6
ride haha,1,1
haha fuck,1,1
her poser,1,1
poser bitch,1,1
thick bitches,7,6
bitches gtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgt,1,1
cant i,2,2
i retweet,1,1
retweet your,1,1
lol love,2,2
you hope,1,1
hope youre,1,1
a great,10,10
great bday,1,1
to cool,1,1
cool faggot,1,1
faggot chill,1,1
chill tf,3,3
tf is,9,9
is cool,6,6
cool nigga,1,1
niggas with,3,3
with bitch,5,5
bitch tendencies,2,2
my niggaz,2,2
niggaz better,1,1
better have,1,1
have at,2,2
least ugly,1,1
bitches number,1,1
number in,2,2
in their,21,20
their phone,2,2
phone this,3,3
have some,8,8
ass bands,1,1
bands gets,1,1
gets snuck,1,1
u fucken,1,1
fucken bitch,1,1
bitch wifi,1,1
call my,11,11
my penis,2,2
penis the,2,2
the titanic,1,1
titanic because,1,1
because so,2,2
bitches went,1,1
went down,2,2
down on,7,7
watch the,6,6
game she,1,1
watch scandal,1,1
scandal but,1,1
ass didnt,1,1
didnt buy,1,1
buy her,3,3
her another,2,2
another tv,1,1
tv so,1,1
ta take,5,5
take da,3,3
da l,1,1
im already,2,2
already a,2,2
hot white,1,1
and hot,2,2
hot latina,1,1
latina get,1,1
my level,6,6
bad bro,1,1
bro dem,1,1
hoes heat,1,1
heat tho,1,1
up every,4,4
every morning,1,1
morning wishing,1,1
wishing a,2,2
rt wcw,2,2
wcw both,1,1
both the,1,1
the babes,1,1
babes amp,1,1
amp love,1,1
love thse,1,1
thse sexy,1,1
sexy bitches,2,2
bitches bestfriend,1,1
bestfriend babe,1,1
gettin bitches,1,1
was never,4,4
never hard,1,1
hard i,1,1
just settled,1,1
settled down,1,1
down cause,1,1
that start,1,1
start got,1,1
got corny,1,1
corny an,1,1
an my,2,2
girl thurl,1,1
rt paybacks,1,1
paybacks a,7,7
it really,5,5
really is,10,10
how im,12,12
only fucked,3,3
fucked men,1,1
men bitch,1,1
cuz they,10,10
they was,9,9
was best,1,1
best friends,10,10
they claiming,1,1
claiming bitches,1,1
them my,1,1
to pass,5,5
pass him,1,1
him up,1,1
up get,1,1
in carpool,1,1
carpool passing,1,1
passing him,1,1
him hes,1,1
hes just,5,5
just looking,4,4
looking at,20,20
playing a,1,1
game do,1,1
i waved,1,1
waved hi,1,1
hi idgaf,1,1
idgaf dont,1,1
fuck w,8,8
w me,6,6
for reasons,2,2
reasons to,1,1
do hoe,2,2
rt swear,4,4
swear these,3,3
nothing on,5,5
half tempted,1,1
tempted to,3,3
go outside,3,3
outside and,5,5
and run,1,1
run my,1,1
phone over,1,1
car because,2,2
because its,8,8
its such,2,2
shit fuckiphones,1,1
fuckiphones do,1,1
tastes like,10,9
like pumpkin,1,1
pumpkin spice,2,2
spice latte,1,1
latte lana,1,1
lana del,2,2
del basic,1,1
cigarette break,1,1
break nd,1,1
nd wtf,2,2
wtf are,1,1
are mt,1,1
mt eyes,1,1
eyes glowing,1,1
glowing like,1,1
like charlie,1,1
charlie murphy,1,1
murphy in,1,1
the madd,1,1
madd real,1,1
real world,2,2
world lol,1,1
nicca need,4,4
is time,1,1
time bepatient,1,1
them nigs,1,1
nigs u,1,1
u with,3,3
with is,4,4
with u,4,4
too old,4,4
old to,5,5
twitter crying,1,1
crying like,4,4
i trusted,2,2
trusted you,1,1
you queer,2,2
queer cakes,1,1
cakes wheres,1,1
wheres the,5,5
the passion,1,1
passion she,1,1
she made,5,5
it dammit,1,1
rt eatin,1,1
eatin the,1,1
pussy right,4,4
right and,3,3
she push,1,1
push you,2,2
off gtgtgt,1,1
bout time,2,2
time bitch,8,8
yeah hoe,5,5
your nigga,9,9
nigga passes,1,1
passes you,2,2
just made,5,5
made tmobile,1,1
tmobile my,1,1
thats very,1,1
very logical,1,1
logical because,1,1
because bitches,10,10
love using,1,1
face as,2,2
a toilet,1,1
ta hoe,1,1
hoe me,3,3
lil fraudulent,1,1
fraudulent bitch,1,1
had the,14,14
the nerve,10,10
nerve to,6,6
phone talking,2,2
talking crazy,1,1
crazy bout,1,1
bout how,5,5
get down,3,3
down nd,1,1
nd puts,1,1
im rea,1,1
rea start,1,1
start smacking,1,1
smacking bitches,1,1
bitches period,1,1
period bluffin,1,1
bluffin at,1,1
at its,2,2
its best,1,1
below is,2,2
is into,1,1
into big,2,2
a salad,4,4
salad and,2,2
no vegetables,1,1
vegetables on,1,1
a break,5,5
break potato,1,1
potato salad,1,1
rt women,5,5
women would,2,2
would put,4,4
put up,8,8
with very,1,1
very little,1,1
little love,1,1
love as,1,1
man have,1,1
have money,2,2
money gross,1,1
gross bitches,1,1
be with,18,17
broke abus,1,1
a vipperloid,1,1
vipperloid bitchp,1,1
fucked the,7,7
out yo,4,4
bitch yesterday,2,2
yesterday til,1,1
til she,3,3
she couldnt,3,3
couldnt stand,2,2
stand straight,2,2
straight she,1,1
she called,4,4
me earlier,2,2
earlier asking,1,1
asking could,1,1
could she,1,1
a replay,1,1
she thru,1,1
thru me,1,1
me dat,2,2
never caught,1,1
caught it,3,3
it u,2,2
u asking,1,1
asking me,4,4
me why,9,9
why yo,6,5
yo it,3,3
it got,3,3
to much,9,9
much mileage,1,1
not sure,5,5
sure im,3,3
broke nig,1,1
them chicks,1,1
chicks tried,1,1
me under,1,1
under the,5,5
the fire,1,1
fire lol,1,1
lol im,10,8
a dirt,2,2
dirt bag,1,1
bag cou,1,1
cou with,1,1
dumb hoe,6,6
ass oreos,1,1
oreos and,2,2
is thad,1,1
thad castle,1,1
its everything,1,1
everything to,4,4
niggas retarded,1,1
retarded lol,8,8
made heismybitch,1,1
matt cancer,1,1
cancer free,1,1
free got,1,1
ta hoes,1,1
hoes throw,1,1
throw him,1,1
him some,6,6
some booty,2,2
booty before,1,1
before his,1,1
his bedtime,1,1
im convinced,1,1
convinced that,1,1
that some,6,6
pregnant purposely,1,1
purposely because,1,1
because bi,1,1
control amp,1,1
amp plan,1,1
plan b,2,2
b pills,1,1
pills are,1,1
are effective,1,1
oomf a,3,3
nigga point,1,1
period smh,1,1
smh awwww,1,1
awwww shittttttt,1,1
a gang,4,4
gang of,4,4
of old,1,1
old ass,5,5
ass drafts,1,1
drafts all,1,1
all trash,2,2
a ngga,1,1
ngga ask,1,1
chick to,2,2
give him,7,7
some money,5,5
money how,2,2
it swerve,1,1
swerve thats,1,1
her stay,1,1
stay or,1,1
or leave,1,1
your gfbf,1,1
gfbf dont,1,1
like or,2,2
or talk,3,3
that bitchnigga,2,1
bitchnigga you,1,1
some phenomenal,1,1
phenomenal head,1,1
head like,2,2
like someone,3,3
who was,2,2
was born,4,4
born and,2,2
and breed,1,1
breed to,1,1
pussy someone,1,1
is an,9,9
an adept,1,1
adept when,1,1
it cums,1,1
cums to,1,1
to tong,1,1
charlie not,1,1
not fukin,1,1
fukin around,1,1
in austin,1,1
austin every,1,1
every week,6,6
week somebody,1,1
somebody getting,1,1
kicked off,1,1
the team,6,6
real im,2,2
heated bruh,1,1
bitches nan,1,1
pizza and,2,2
and wings,1,1
wings bitches,1,1
got for,1,1
is dick,2,2
dick duct,1,1
duct tape,1,1
tape and,1,1
a stapler,2,2
hoes singing,1,1
singing it,1,1
it too,8,8
fucking stupid,5,5
stupid crackers,1,1
smellin good,1,1
good bitches,1,1
bitches wan,13,13
na hug,1,1
hug me,1,1
pillow talkin,3,3
talkin to,6,5
see her,8,8
but nigga,2,2
nigga she,7,7
she basic,1,1
whatever turn,1,1
turn them,1,1
on zro,1,1
zro aint,1,1
bitch wet,1,1
tyga is,1,1
hoe he,3,3
he pooted,1,1
pooted in,1,1
my muthafuckin,1,1
muthafuckin face,1,1
fight bruh,1,1
smoke wit,3,3
in nap,6,6
nap and,3,3
and let,11,11
her play,4,4
play music,4,4
music i,3,3
she turn,3,3
on boosie,3,3
boosie or,3,3
or some,9,9
some slow,3,3
slow shit,4,4
niggas stop,1,1
giving these,4,4
hoes attention,2,2
attention how,1,1
about retweeting,1,1
retweeting true,1,1
true beauty,1,1
beauty instead,1,1
of retweeting,1,1
retweeting these,1,1
these half,1,1
half naked,6,6
naked mf,1,1
girl whats,1,1
whats yr,1,1
yr potential,1,1
potential i,1,1
na retard,1,1
retard it,1,1
rt racist,1,1
racist white,1,1
white cops,1,1
cops arresting,1,1
arresting blacks,1,1
blacks again,1,1
again cant,2,2
wait till,9,9
till black,1,1
black cops,1,1
cops arrest,1,1
arrest whities,1,1
whities then,1,1
then hear,1,1
hear them,1,1
them bitch,7,7
bitch fastfoodstrike,1,1
was feelin,1,1
feelin her,1,1
her about,1,1
week agoooo,1,1
agoooo now,1,1
a silly,2,2
silly hoe,8,7
hoe silly,1,1
rt c,1,1
c is,1,1
for cunt,1,1
cunt u,2,2
u is,4,4
for ur,2,2
cunt n,1,1
n is,1,1
sure u,4,4
know this,8,8
but ur,3,3
cunt t,1,1
t is,1,1
for turn,1,1
turn around,3,3
around bitch,3,3
bitch ur,5,5
fans are,3,3
only ones,1,1
that claim,2,2
claim my,2,2
my takes,1,1
takes are,1,1
are wrong,2,2
wrong about,2,2
about dogshit,1,1
dogshit trash,1,1
trash qua,1,1
qua alex,1,1
alex smith,5,5
a hawk,1,1
hawk what,1,1
fuck kind,2,2
of bird,1,1
bird is,2,2
dayum u,1,1
u gyp,1,1
gyp u,1,1
u gone,6,6
have mfs,1,1
mfs thinking,1,1
thinking im,3,3
im wiping,1,1
wiping my,1,1
face wpissy,1,1
wpissy diapers,1,1
diapers n,1,1
n shyt,2,2
shyt grrrrrr,1,1
mane wtf,1,1
wtf i,9,9
up look,1,1
da window,1,1
window its,1,1
its showin,1,1
showin like,1,1
mf outside,1,1
outside good,1,1
good thing,5,5
thing a,3,3
nicca went,1,1
to walmart,1,1
walmart yesterday,1,1
yesterday good,1,1
good aone,1,1
aone snacks,1,1
rt working,2,2
working on,5,5
on diz,1,1
diz music,1,1
music be,1,1
in studio,1,1
studio soon,1,1
soon nicca,1,1
lmao dis,1,1
bitch dumb,4,4
dumb asl,1,1
said thin,1,1
thin mints,1,1
mints bitch,1,1
is bryanna,1,1
bryanna you,1,1
can find,4,4
at im,2,2
youll meet,1,1
meet because,1,1
because everybody,2,2
everybody wants,1,1
be me,8,8
rt big,9,9
booty sour,1,1
sour face,1,1
face no,3,3
no hair,2,2
hair or,1,1
seriously these,1,1
these animal,1,1
animal crackers,4,3
crackers have,1,1
a slight,1,1
slight fruit,1,1
fruit loops,1,1
loops afte,1,1
afte its,1,1
its really,5,5
really fucked,1,1
up it,1,1
it should,3,3
should not,5,5
be this,2,2
way but,2,2
love me,28,25
me them,1,1
me guccccci,1,1
word school,1,1
school flow,1,1
niggas fall,1,1
an evil,2,2
evil bitch,2,2
and turn,2,2
turn they,1,1
they back,1,1
they friends,3,3
friends its,1,1
cool tho,2,2
u finger,2,2
finger a,2,2
bad light,1,1
skin bitch,2,2
i fucking,11,11
fucking hate,10,10
fucking neighborhood,1,1
neighborhood these,1,1
these fuckin,2,2
fuckin bitches,5,5
have someone,2,2
someone over,1,1
over everyday,1,1
everyday yane,1,1
because my,3,3
family life,1,1
is fucked,5,2
fucked my,6,5
my love,1,1
love life,2,2
my social,2,2
social life,1,1
fucked just,1,1
just my,4,4
my outlook,1,1
outlook on,1,1
on life,2,2
she tells,4,4
tells you,3,3
go hug,1,1
hug one,1,1
your hoes,19,19
actually do,1,1
me n,5,5
n niccas,1,1
niccas ya,1,1
ya type,1,1
type neva,1,1
neva exchange,1,1
exchange s,1,1
s wan,1,1
talk down,4,4
down n,2,2
n still,3,3
still gain,1,1
gain from,1,1
yall im,2,2
to turn,8,8
for bayou,1,1
bayou classic,1,1
classic drinker,1,1
drinker bitch,1,1
the id,1,1
kush god,1,1
god bitch,2,2
is vrsl,1,1
vrsl that,1,1
that nigger,2,2
nigger owes,1,1
owes me,2,2
me bucks,1,1
trust dese,1,1
hoes nikki,1,1
nikki told,1,1
told st,1,1
st where,1,1
my fans,2,2
fans screen,1,1
screen shot,4,4
shot asap,1,1
asap we,1,1
we finna,4,4
finna come,1,1
to chiraq,1,1
chiraq and,1,1
shoot sumn,1,1
nino brown,3,2
brown oh,1,1
oh das,1,1
das me,1,1
rt nino,1,1
brown on,1,1
this weather,5,5
weather is,5,5
moms ass,1,1
my breath,1,1
breath pussy,1,1
im high,5,5
high naaa,1,1
naaa or,1,1
she maddd,1,1
maddd at,1,1
at her,11,11
her toe,2,2
toe im,1,1
im diein,1,1
diein i,1,1
can hear,1,1
hear her,1,1
her naa,1,1
naa damn,1,1
damn dawg,1,1
dawg ol,1,1
ol bitch,5,5
ass toe,3,3
guidance lol,1,1
like think,1,1
think broke,1,1
broke is,1,1
is disgusting,2,2
hell needs,1,1
needs permission,1,1
permission for,1,1
for anything,6,6
anything from,1,1
from that,7,7
that fatassed,1,1
fatassed ghetto,1,1
ghetto whore,2,2
relationship is,4,4
for but,2,2
to count,2,2
slow the,1,1
fuck down,4,4
know where,10,10
you live,4,4
live classy,1,1
classy young,1,1
young lady,2,2
all d,1,1
d messy,1,1
hoes sleep,1,1
rt faves,1,1
faves rt,1,1
aint tryna,5,5
tryna see,2,2
see nigger,1,1
nigger legs,1,1
legs in,1,1
a bikini,1,1
think id,2,2
id learn,1,1
learn by,1,1
by now,2,2
now that,10,10
that once,3,3
once red,1,1
red flag,1,1
flag bullshit,1,1
bullshit appears,1,1
appears to,1,1
to gtfo,1,1
gtfo but,1,1
but nooooo,2,2
nooooo i,1,1
have faggot,1,1
faggot ass,9,9
ass faith,1,1
faith in,3,3
in people,1,1
u oversteppin,1,1
oversteppin u,1,1
u boundires,1,1
boundires as,1,1
a sideline,3,3
men only,3,3
only cheat,2,2
cheat for,2,2
pussy women,1,1
women cheat,1,1
cheat cuz,1,1
think they,20,19
have soulmates,1,1
yall pa,1,1
in crime,3,3
crime thats,1,1
she cant,8,8
cant ride,2,2
ride solo,1,1
bitch chose,1,1
chose me,1,1
a pimp,6,6
pimp you,1,1
a fairy,1,1
fairy rippimpc,1,1
girl you,10,8
you eating,2,2
eating more,1,1
pussy then,8,8
then me,4,3
me girl,2,2
yall he,1,1
was going,14,14
u pussy,4,4
rt ultimate,2,2
ultimate bitch,2,2
bitch mixtape,1,1
mixtape is,3,3
is done,2,2
done words,1,1
words from,2,2
from lil,1,1
lil b,10,9
b lil,1,1
rt beef,1,1
beef bitch,2,2
like beef,1,1
was fukkin,1,1
fukkin wicha,1,1
wicha but,1,1
cock slappin,1,1
slappin bitches,1,1
bitches since,2,2
rt us,4,4
us army,1,1
army removes,1,1
removes negro,1,1
negro as,1,1
as official,1,1
official reference,1,1
to black,1,1
black people,4,4
people after,1,1
after public,1,1
public outrage,1,1
giants you,1,1
be someones,2,2
ass boyfriend,1,1
boyfriend right,1,1
head playin,1,1
playin games,3,3
games on,3,3
ya boi,2,2
got twitter,1,1
twitter facebook,1,1
facebook amp,1,1
amp instagram,1,1
instagram the,3,3
the fuk,1,1
fuk yuh,1,1
yuh mean,1,1
mean send,1,1
send u,1,1
pic bitch,1,1
better download,1,1
download my,1,1
my avi,4,4
shit gets,1,1
gets me,4,4
me heated,1,1
heated i,1,1
the sma,1,1
sma mouth,1,1
and know,1,1
doing and,1,1
get called,1,1
retard im,2,2
done playing,1,1
playing games,5,5
that black,3,3
pussy have,5,5
have nigga,1,1
nigga sayin,1,1
sayin anything,1,1
anything ahsfreakshow,1,1
is plain,1,1
plain looking,1,1
looking borderline,1,1
borderline ugly,1,1
ugly amp,2,2
amp chunky,1,1
chunky hey,1,1
hey at,1,1
least shes,1,1
shes got,2,2
a nice,11,11
nice smile,1,1
smile amp,1,1
great personality,1,1
my all,3,3
my dougie,2,2
never with,2,2
let what,1,1
what another,2,2
bitch say,10,10
say change,1,1
change your,2,2
your actions,1,1
actions towards,1,1
towards me,3,3
good when,4,4
it sound,4,4
u mixing,2,2
mixing spaghetti,2,2
spaghetti when,1,1
u hit,1,1
leaving no,1,1
no hope,3,3
hope for,2,2
bitches lying,1,1
have everything,1,1
they want,21,20
want amp,1,1
amp youre,2,2
youre doing,4,4
doing everything,1,1
cant bitches,1,1
are going,5,5
shit dont,6,6
let them,11,11
them stop,3,3
stop your,2,2
your shine,1,1
grudges are,1,1
are for,11,11
for weirdosand,1,1
weirdosand bitches,1,1
kidding im,1,1
i care,10,10
care dont,1,1
bout you,8,8
think wop,1,1
hey hoe,3,3
them aint,1,1
bitches im,8,8
bout aint,1,1
no jungle,1,1
jungle fever,2,2
fever over,1,1
over there,11,11
there lol,5,5
hoe the,4,4
the cookie,1,1
cookie crisp,1,1
crisp cop,1,1
cop is,1,1
the case,2,2
u talkin,2,1
to hoes,11,9
hoes bout,7,5
bout bronem,2,1
bronem why,1,1
find it,4,4
it hard,3,3
believe ceelo,1,1
ceelo raping,1,1
raping hoes,2,2
too easy,3,3
easy to,2,2
get them,4,4
them panties,2,2
panties off,1,1
you successful,1,1
even got,6,6
ya strap,1,1
strap on,3,3
rt deletin,1,1
deletin emojis,1,1
emojis off,1,1
a niggabitch,1,1
niggabitch contact,1,1
contact name,1,1
name cos,1,1
cos they,1,1
you anymore,1,1
just wrote,1,1
a dawg,1,1
dawg ass,4,4
ass essay,1,1
essay amp,1,1
amp was,2,2
was working,3,3
the bibliography,1,1
bibliography amp,1,1
my laptop,1,1
laptop froze,1,1
froze im,1,1
im kill,1,1
kill a,10,10
gets lost,1,1
lost cause,2,2
i hadnt,2,2
hadnt saved,1,1
saved it,1,1
cuz you,14,13
lol cuz,1,1
you went,5,5
went on,2,2
your lil,2,2
lil rant,1,1
rant on,1,1
me man,5,5
me find,7,7
you twitter,1,1
twitter beefin,1,1
beefin with,1,1
like girls,5,5
girls cant,2,2
hoe guys,1,1
guys cant,1,1
cant hit,2,2
girl back,2,2
back its,2,2
a double,2,2
double standard,2,2
standard that,1,1
will forever,3,3
forever exist,1,1
niggas hate,2,2
they know,18,18
a threat,2,2
threat to,1,1
them amp,1,1
amp they,10,10
blame me,4,4
im innocent,1,1
same hoe,3,3
it tryna,2,2
tryna kick,3,3
kick it,7,7
them shits,4,4
shits ugly,1,1
ugly hoe,6,6
these nuggets,1,1
nuggets amp,1,1
still actin,1,1
actin chicken,1,1
days let,1,1
problems and,2,2
one shes,2,2
shes all,2,2
a sub,2,2
sub machine,1,1
machine gun,1,1
gun gratata,1,1
maple room,1,1
room bitch,2,2
bitch sacto,1,1
sacto style,1,1
dear von,1,1
von miller,1,1
miller karmas,1,1
likes i,1,1
i n,2,2
n d,1,1
d i,3,3
i r,1,1
e c,1,1
c t,1,1
t ass,1,1
rt shit,3,3
why hoes,3,3
hoes head,1,1
head be,1,1
be fuck,2,2
the want,1,1
want social,1,1
media ass,1,1
ass relationships,1,1
be tonight,1,1
in atl,1,1
atl mansionelan,1,1
mansionelan i,1,1
can bet,2,2
be lit,1,1
lit tonight,1,1
to choke,3,3
choke a,3,3
chicago niggas,1,1
bitches anything,1,1
anything when,1,1
tryna do,2,2
do dat,2,2
dat mfa,1,1
i dive,1,1
dive in,3,3
in tha,5,5
tha pussy,2,2
girl bad,1,1
bad habits,2,2
all ive,1,1
ive asked,1,1
asked is,2,2
for one,8,8
thing amp,1,1
amp one,2,2
thing only,1,1
only but,1,1
then what,3,3
what most,2,2
most bitches,3,3
bitches could,3,3
could ever,1,1
have but,1,1
that bear,1,1
bear aka,1,1
aka two,1,1
two rednecks,1,1
rednecks having,1,1
having sex,10,10
sex on,8,8
a dead,2,2
dead bear,1,1
pick a,2,2
a city,1,1
city buy,1,1
condo find,1,1
a fine,7,7
fine hoe,1,1
hoe let,4,4
let some,2,2
some time,4,4
time go,1,1
go chea,1,1
wiz had,1,1
a warrant,1,1
warrant like,1,1
smh ma,1,1
so when,7,7
a ce,3,3
ce season,1,1
season comes,1,1
comes around,4,3
around its,1,1
its time,12,12
these yr,1,1
yr old,6,6
that minimum,1,1
minimum wage,1,1
wage nigga,1,1
nigga alex,1,1
alex thinking,1,1
about sta,2,2
sta a,4,4
a clothing,1,1
clothing line,1,1
line im,2,2
play pussy,3,3
get fucked,11,10
u corn,1,1
corn fly,1,1
fly then,1,1
it has,6,6
has no,6,6
no seeds,1,1
seeds and,1,1
and its,22,22
its lime,1,1
lime green,1,1
green with,2,2
with full,1,1
of crystal,1,1
crystal all,1,1
to lay,3,3
lay up,4,4
up w,7,7
w my,4,4
its things,1,1
world that,3,3
aint seen,7,7
seen thats,1,1
a ufo,1,1
ufo amp,1,1
you ready,2,2
bitch cause,19,19
cause my,6,6
hair laid,1,1
laid yours,1,1
cheater cheater,1,1
cheater pumpkin,1,1
pumpkin eater,1,1
eater whered,1,1
whered you,3,3
find that,1,1
that no,5,5
no good,8,8
good white,3,3
trash hoe,2,2
hoe trashy,1,1
trashy sloots,1,1
rt getting,4,4
these checks,1,1
checks like,1,1
like nike,2,2
nike im,1,1
im icy,1,1
icy and,1,1
me dice,1,1
dice soho,1,1
beat this,4,4
bitches ass,3,3
ass soooo,1,1
soooo bad,1,1
has blood,1,1
blood on,1,1
her hands,4,4
hands for,2,2
her whore,1,1
whore ways,1,1
aint had,5,5
had pussy,2,2
hot minute,2,2
minute omm,1,1
marilyn monroe,2,2
monroe set,1,1
set the,3,3
the standard,1,1
standard for,1,1
for what,9,9
what hoes,7,7
can achieve,1,1
achieve in,1,1
in society,1,1
niggas can,5,5
can handle,2,2
handle anything,1,1
anything including,1,1
including any,1,1
or any,4,4
date a,6,6
thug because,1,1
know they,12,12
they wont,4,4
wont pussy,1,1
out when,6,6
to defending,1,1
defending you,1,1
you felonsplease,1,1
hate ah,2,2
ah di,2,2
di house,2,2
house foul,2,2
foul living,2,2
living bitches,2,2
them out,6,6
hes am,1,1
am has,1,1
no clue,2,2
clue heeb,1,1
niggas needa,1,1
needa stop,6,6
stop wearing,1,1
wearing mk,1,1
mk thats,1,1
follow what,1,1
say nigga,3,3
know if,10,10
gone protect,1,1
protect me,1,1
is yours,2,2
yours n,1,1
n every,1,1
this midget,1,1
midget hoe,1,1
start stripping,1,1
at tom,1,1
tom brady,3,3
brady while,1,1
while he,2,2
he going,1,1
going off,2,2
off on,7,7
on tge,1,1
tge sidelines,1,1
sidelines like,1,1
like whatever,1,1
whatever bitch,2,2
would go,5,5
crazy with,2,2
be peeping,1,1
peeping out,1,1
rt lmfaooo,3,3
bitch tongue,1,1
tongue longer,1,1
longer than,2,2
than some,1,1
niggas dicks,1,1
god mother,1,1
mother thinks,1,1
thinks im,4,4
a stoner,4,4
stoner because,1,1
has someone,1,1
someone watch,1,1
watch my,2,2
tweets lmfao,1,1
lmfao no,1,1
no ya,1,1
ya boy,3,3
boy clean,1,1
clean as,1,1
as nikki,1,1
nikki minaj,3,3
minaj pussy,1,1
lean i,1,1
got work,1,1
work i,4,4
got bands,1,1
bands my,1,1
much does,1,1
does your,7,7
your wife,6,6
wife wet,1,1
wet pussy,8,8
pussy want,1,1
want another,1,1
another dick,1,1
dick big,1,1
its cute,3,3
cute af,2,2
af bitch,1,1
i believe,7,7
believe u,1,1
u its,2,2
its jus,2,2
jus getting,1,1
getting pass,1,1
pass trusting,1,1
trusting u,1,1
u wit,2,2
a needle,1,1
needle to,1,1
to someone,5,5
someone head,1,1
bitch wassup,2,2
lebron brought,1,1
brought the,1,1
to his,11,11
his knees,2,2
knees chill,1,1
too lol,4,4
lol its,8,8
its beyond,1,1
beyond ghetto,1,1
smh but,1,1
but man,1,1
man u,3,3
u needa,1,1
needa quit,1,1
quit playin,1,1
playin and,1,1
i saw,11,11
the xxx,1,1
xxx but,1,1
just thought,5,5
twist these,1,1
yeah them,2,2
hoes straight,3,3
straight ima,1,1
ima grab,2,2
grab that,1,1
light blue,1,1
blue pair,1,1
these th,3,3
grade hoes,3,3
rt aye,10,10
aye bro,1,1
kno how,3,3
shit go,2,2
go we,1,1
bitch solid,3,3
solid af,1,1
af running,1,1
running free,1,1
free the,3,3
a beautiful,1,1
beautiful female,1,1
a way,6,6
w ratchet,1,1
you here,3,3
here good,2,2
good songs,1,1
songs on,1,1
radio but,1,1
aint about,4,4
about positivity,1,1
positivity its,1,1
its mainly,1,1
mainly bout,1,1
bout hoe,2,2
hoe problems,2,2
problems killing,1,1
killing andor,1,1
andor moving,1,1
moving weight,1,1
rt thursday,1,1
thursday we,1,1
we will,3,3
will see,4,4
see bitches,5,5
bitches dressed,1,1
dressed up,3,3
the hallways,1,1
hallways were,1,1
were runways,1,1
runways clown,1,1
clown make,1,1
on some,26,25
some girlsguys,1,1
girlsguys with,1,1
with pants,1,1
pants belo,1,1
that constantly,1,1
constantly call,1,1
call herself,1,1
herself ugly,1,1
ugly that,3,3
annoying man,1,1
my lil,10,10
just called,14,14
me said,1,1
said she,9,9
she needa,1,1
needa break,1,1
break but,1,1
can leave,1,1
leave cuz,1,1
cuz bitch,1,1
doin great,1,1
a surprise,1,1
surprise for,1,1
bitch carlton,1,1
carlton youre,1,1
youre lucky,1,1
lucky your,1,1
your fathers,1,1
fathers a,1,1
trash bash,2,2
what but,1,1
i pull,6,6
pull more,3,3
more hoes,7,7
the u,2,2
u dream,1,1
dream of,2,2
these side,3,3
bitches winning,1,1
winning son,1,1
meek mill,1,1
mill said,1,1
said get,2,2
yo game,1,1
up before,2,2
lose yo,1,1
bitch damn,6,6
get why,5,5
why none,1,1
you people,1,1
people talk,4,4
talk back,2,2
you follow,2,2
the s,6,6
s in,1,1
in hopes,3,3
hopes i,1,1
back but,3,3
